unit_name,date_day,hours_text,week_start_date,scraped_at
SJSU Library Hours,Dec 12  Friday,24 Hours  (till midnight),2025-12-07,2026-04-29T02:24:54
SJSU Library Hours,Dec 13  Saturday,8am – 6pm,2025-12-07,2026-04-29T02:24:54
SJSU Library Hours,Dec 14  Sunday,1pm – 12am,2025-12-14,2026-04-29T02:24:55
SJSU Library Hours,Dec 15  Monday,24 Hours,2025-12-14,2026-04-29T02:24:55
SJSU Library Hours,Dec 16  Tuesday,24 Hours,2025-12-14,2026-04-29T02:24:55
SJSU Library Hours,Dec 17  Wednesday,12am – 8pm,2025-12-14,2026-04-29T02:24:55
SJSU Library Hours,Dec 18  Thursday,8am – 8pm,2025-12-14,2026-04-29T02:24:55
SJSU Library Hours,Dec 19  Friday,8am – 6pm,2025-12-14,2026-04-29T02:24:55
SJSU Library Hours,Dec 20  Saturday,8am – 6pm,2025-12-14,2026-04-29T02:24:55
SJSU Library Hours,Dec 21  Sunday,1pm – 6pm,2025-12-21,2026-04-29T02:24:55
SJSU Library Hours,Dec 22  Monday,8am – 8pm,2025-12-21,2026-04-29T02:24:55
SJSU Library Hours,Dec 23  Tuesday,8am – 8pm,2025-12-21,2026-04-29T02:24:55
SJSU Library Hours,Dec 24  Wednesday,Closed,2025-12-21,2026-04-29T02:24:55
SJSU Library Hours,Dec 25  Thursday,Closed,2025-12-21,2026-04-29T02:24:55
SJSU Library Hours,Dec 26  Friday,8am – 6pm,2025-12-21,2026-04-29T02:24:55
SJSU Library Hours,Dec 27  Saturday,8am – 6pm,2025-12-21,2026-04-29T02:24:55
SJSU Library Hours,Dec 28  Sunday,1pm – 6pm,2025-12-28,2026-04-29T02:24:56
SJSU Library Hours,Dec 29  Monday,8am – 8pm,2025-12-28,2026-04-29T02:24:56
SJSU Library Hours,Dec 30  Tuesday,8am – 8pm,2025-12-28,2026-04-29T02:24:56
SJSU Library Hours,Dec 31  Wednesday,8am – 5pm,2025-12-28,2026-04-29T02:24:56
SJSU Library Hours,Jan 01  Thursday,Closed,2025-12-28,2026-04-29T02:24:56
SJSU Library Hours,Jan 02  Friday,8am – 6pm,2025-12-28,2026-04-29T02:24:56
SJSU Library Hours,Jan 03  Saturday,8am – 6pm,2025-12-28,2026-04-29T02:24:56
SJSU Library Hours,Jan 04  Sunday,1pm – 6pm,2026-01-04,2026-04-29T02:24:57
SJSU Library Hours,Jan 05  Monday,8am – 8pm,2026-01-04,2026-04-29T02:24:57
SJSU Library Hours,Jan 06  Tuesday,8am – 8pm,2026-01-04,2026-04-29T02:24:57
SJSU Library Hours,Jan 07  Wednesday,8am – 8pm,2026-01-04,2026-04-29T02:24:57
SJSU Library Hours,Jan 08  Thursday,8am – 8pm,2026-01-04,2026-04-29T02:24:57
SJSU Library Hours,Jan 09  Friday,8am – 6pm,2026-01-04,2026-04-29T02:24:57
SJSU Library Hours,Jan 10  Saturday,8am – 6pm,2026-01-04,2026-04-29T02:24:57
SJSU Library Hours,Jan 11  Sunday,1pm – 6pm,2026-01-11,2026-04-29T02:24:58
SJSU Library Hours,Jan 12  Monday,8am – 8pm,2026-01-11,2026-04-29T02:24:58
SJSU Library Hours,Jan 13  Tuesday,8am – 8pm,2026-01-11,2026-04-29T02:24:58
SJSU Library Hours,Jan 14  Wednesday,8am – 8pm,2026-01-11,2026-04-29T02:24:58
SJSU Library Hours,Jan 15  Thursday,8am – 8pm,2026-01-11,2026-04-29T02:24:58
SJSU Library Hours,Jan 16  Friday,8am – 6pm,2026-01-11,2026-04-29T02:24:58
SJSU Library Hours,Jan 17  Saturday,8am – 6pm,2026-01-11,2026-04-29T02:24:58
SJSU Library Hours,Jan 18  Sunday,1pm – 6pm,2026-01-18,2026-04-29T02:24:58
SJSU Library Hours,Jan 19  Monday,Closed,2026-01-18,2026-04-29T02:24:58
SJSU Library Hours,Jan 20  Tuesday,8am – 8pm,2026-01-18,2026-04-29T02:24:58
SJSU Library Hours,Jan 21  Wednesday,8am – 8pm,2026-01-18,2026-04-29T02:24:58
SJSU Library Hours,Jan 22  Thursday,8am – 12am,2026-01-18,2026-04-29T02:24:58
SJSU Library Hours,Jan 23  Friday,8am – 6pm,2026-01-18,2026-04-29T02:24:58
SJSU Library Hours,Jan 24  Saturday,8am – 6pm,2026-01-18,2026-04-29T02:24:58
SJSU Library Hours,Jan 25  Sunday,1pm – 12am,2026-01-25,2026-04-29T02:24:59
SJSU Library Hours,Jan 26  Monday,8am – 12am,2026-01-25,2026-04-29T02:24:59
SJSU Library Hours,Jan 27  Tuesday,8am – 12am,2026-01-25,2026-04-29T02:24:59
SJSU Library Hours,Jan 28  Wednesday,8am – 12am,2026-01-25,2026-04-29T02:24:59
SJSU Library Hours,Jan 29  Thursday,8am – 12am,2026-01-25,2026-04-29T02:24:59
SJSU Library Hours,Jan 30  Friday,8am – 6pm,2026-01-25,2026-04-29T02:24:59
SJSU Library Hours,Jan 31  Saturday,8am – 6pm,2026-01-25,2026-04-29T02:24:59
SJSU Library Hours,Feb 01  Sunday,1pm – 12am,2026-02-01,2026-04-29T02:25:00
SJSU Library Hours,Feb 02  Monday,8am – 12am,2026-02-01,2026-04-29T02:25:00
SJSU Library Hours,Feb 03  Tuesday,8am – 12am,2026-02-01,2026-04-29T02:25:00
SJSU Library Hours,Feb 04  Wednesday,8am – 12am,2026-02-01,2026-04-29T02:25:00
SJSU Library Hours,Feb 05  Thursday,8am – 12am,2026-02-01,2026-04-29T02:25:00
SJSU Library Hours,Feb 06  Friday,8am – 6pm,2026-02-01,2026-04-29T02:25:00
SJSU Library Hours,Feb 07  Saturday,8am – 6pm,2026-02-01,2026-04-29T02:25:00
SJSU Library Hours,Feb 08  Sunday,1pm – 12am,2026-02-08,2026-04-29T02:25:01
SJSU Library Hours,Feb 09  Monday,8am – 12am,2026-02-08,2026-04-29T02:25:01
SJSU Library Hours,Feb 10  Tuesday,8am – 12am,2026-02-08,2026-04-29T02:25:01
SJSU Library Hours,Feb 11  Wednesday,8am – 12am,2026-02-08,2026-04-29T02:25:01
SJSU Library Hours,Feb 12  Thursday,8am – 12am,2026-02-08,2026-04-29T02:25:01
SJSU Library Hours,Feb 13  Friday,8am – 6pm,2026-02-08,2026-04-29T02:25:01
SJSU Library Hours,Feb 14  Saturday,8am – 6pm,2026-02-08,2026-04-29T02:25:01
SJSU Library Hours,Feb 15  Sunday,1pm – 12am,2026-02-15,2026-04-29T02:25:01
SJSU Library Hours,Feb 16  Monday,8am – 12am,2026-02-15,2026-04-29T02:25:01
SJSU Library Hours,Feb 17  Tuesday,8am – 12am,2026-02-15,2026-04-29T02:25:01
SJSU Library Hours,Feb 18  Wednesday,8am – 12am,2026-02-15,2026-04-29T02:25:01
SJSU Library Hours,Feb 19  Thursday,8am – 12am,2026-02-15,2026-04-29T02:25:01
SJSU Library Hours,Feb 20  Friday,8am – 6pm,2026-02-15,2026-04-29T02:25:01
SJSU Library Hours,Feb 21  Saturday,8am – 6pm,2026-02-15,2026-04-29T02:25:01
SJSU Library Hours,Feb 22  Sunday,1pm – 12am,2026-02-22,2026-04-29T02:25:02
SJSU Library Hours,Feb 23  Monday,8am – 12am,2026-02-22,2026-04-29T02:25:02
SJSU Library Hours,Feb 24  Tuesday,8am – 12am,2026-02-22,2026-04-29T02:25:02
SJSU Library Hours,Feb 25  Wednesday,8am – 12am,2026-02-22,2026-04-29T02:25:02
SJSU Library Hours,Feb 26  Thursday,8am – 12am,2026-02-22,2026-04-29T02:25:02
SJSU Library Hours,Feb 27  Friday,8am – 6pm,2026-02-22,2026-04-29T02:25:02
SJSU Library Hours,Feb 28  Saturday,8am – 6pm,2026-02-22,2026-04-29T02:25:02
SJSU Library Hours,Mar 01  Sunday,1pm – 12am,2026-03-01,2026-04-29T02:25:03
SJSU Library Hours,Mar 02  Monday,8am – 12am,2026-03-01,2026-04-29T02:25:03
SJSU Library Hours,Mar 03  Tuesday,8am – 12am,2026-03-01,2026-04-29T02:25:03
SJSU Library Hours,Mar 04  Wednesday,8am – 12am,2026-03-01,2026-04-29T02:25:03
SJSU Library Hours,Mar 05  Thursday,8am – 12am,2026-03-01,2026-04-29T02:25:03
SJSU Library Hours,Mar 06  Friday,8am – 6pm,2026-03-01,2026-04-29T02:25:03
SJSU Library Hours,Mar 07  Saturday,8am – 6pm,2026-03-01,2026-04-29T02:25:03
SJSU Library Hours,Mar 08  Sunday,1pm – 12am,2026-03-08,2026-04-29T02:25:04
SJSU Library Hours,Mar 09  Monday,8am – 12am,2026-03-08,2026-04-29T02:25:04
SJSU Library Hours,Mar 10  Tuesday,8am – 12am,2026-03-08,2026-04-29T02:25:04
SJSU Library Hours,Mar 11  Wednesday,8am – 12am,2026-03-08,2026-04-29T02:25:04
SJSU Library Hours,Mar 12  Thursday,8am – 12am,2026-03-08,2026-04-29T02:25:04
SJSU Library Hours,Mar 13  Friday,8am – 6pm,2026-03-08,2026-04-29T02:25:04
SJSU Library Hours,Mar 14  Saturday,8am – 6pm,2026-03-08,2026-04-29T02:25:04
SJSU Library Hours,Mar 15  Sunday,1pm – 12am,2026-03-15,2026-04-29T02:25:04
SJSU Library Hours,Mar 16  Monday,8am – 12am,2026-03-15,2026-04-29T02:25:04
SJSU Library Hours,Mar 17  Tuesday,8am – 12am,2026-03-15,2026-04-29T02:25:04
SJSU Library Hours,Mar 18  Wednesday,8am – 12am,2026-03-15,2026-04-29T02:25:04
SJSU Library Hours,Mar 19  Thursday,8am – 12am,2026-03-15,2026-04-29T02:25:04
SJSU Library Hours,Mar 20  Friday,8am – 6pm,2026-03-15,2026-04-29T02:25:04
SJSU Library Hours,Mar 21  Saturday,8am – 6pm,2026-03-15,2026-04-29T02:25:04
SJSU Library Hours,Mar 22  Sunday,1pm – 12am,2026-03-22,2026-04-29T02:25:05
SJSU Library Hours,Mar 23  Monday,8am – 12am,2026-03-22,2026-04-29T02:25:05
SJSU Library Hours,Mar 24  Tuesday,8am – 12am,2026-03-22,2026-04-29T02:25:05
SJSU Library Hours,Mar 25  Wednesday,8am – 12am,2026-03-22,2026-04-29T02:25:05
SJSU Library Hours,Mar 26  Thursday,8am – 12am,2026-03-22,2026-04-29T02:25:05
SJSU Library Hours,Mar 27  Friday,8am – 6pm,2026-03-22,2026-04-29T02:25:05
SJSU Library Hours,Mar 28  Saturday,8am – 6pm,2026-03-22,2026-04-29T02:25:05
SJSU Library Hours,Mar 29  Sunday,1pm – 6pm,2026-03-29,2026-04-29T02:25:06
SJSU Library Hours,Mar 30  Monday,8am – 8pm,2026-03-29,2026-04-29T02:25:06
SJSU Library Hours,Mar 31  Tuesday,Closed,2026-03-29,2026-04-29T02:25:06
SJSU Library Hours,Apr 01  Wednesday,8am – 8pm,2026-03-29,2026-04-29T02:25:06
SJSU Library Hours,Apr 02  Thursday,8am – 8pm,2026-03-29,2026-04-29T02:25:06
SJSU Library Hours,Apr 03  Friday,8am – 6pm,2026-03-29,2026-04-29T02:25:06
SJSU Library Hours,Apr 04  Saturday,8am – 6pm,2026-03-29,2026-04-29T02:25:06
SJSU Library Hours,Apr 05  Sunday,1pm – 12am,2026-04-05,2026-04-29T02:25:07
SJSU Library Hours,Apr 06  Monday,8am – 12am,2026-04-05,2026-04-29T02:25:07
SJSU Library Hours,Apr 07  Tuesday,8am – 12am,2026-04-05,2026-04-29T02:25:07
SJSU Library Hours,Apr 08  Wednesday,8am – 12am,2026-04-05,2026-04-29T02:25:07
SJSU Library Hours,Apr 09  Thursday,8am – 12am,2026-04-05,2026-04-29T02:25:07
SJSU Library Hours,Apr 10  Friday,8am – 6pm,2026-04-05,2026-04-29T02:25:07
SJSU Library Hours,Apr 11  Saturday,8am – 6pm,2026-04-05,2026-04-29T02:25:07
SJSU Library Hours,Apr 12  Sunday,1pm – 12am,2026-04-12,2026-04-29T02:25:07
SJSU Library Hours,Apr 13  Monday,8am – 12am,2026-04-12,2026-04-29T02:25:07
SJSU Library Hours,Apr 14  Tuesday,8am – 12am,2026-04-12,2026-04-29T02:25:07
SJSU Library Hours,Apr 15  Wednesday,8am – 12am,2026-04-12,2026-04-29T02:25:07
SJSU Library Hours,Apr 16  Thursday,8am – 12am,2026-04-12,2026-04-29T02:25:07
SJSU Library Hours,Apr 17  Friday,8am – 6pm,2026-04-12,2026-04-29T02:25:07
SJSU Library Hours,Apr 18  Saturday,8am – 6pm,2026-04-12,2026-04-29T02:25:07
SJSU Library Hours,Apr 19  Sunday,1pm – 12am,2026-04-19,2026-04-29T02:25:08
SJSU Library Hours,Apr 20  Monday,8am – 12am,2026-04-19,2026-04-29T02:25:08
SJSU Library Hours,Apr 21  Tuesday,8am – 12am,2026-04-19,2026-04-29T02:25:08
SJSU Library Hours,Apr 22  Wednesday,8am – 12am,2026-04-19,2026-04-29T02:25:08
SJSU Library Hours,Apr 23  Thursday,8am – 12am,2026-04-19,2026-04-29T02:25:08
SJSU Library Hours,Apr 24  Friday,8am – 6pm,2026-04-19,2026-04-29T02:25:08
SJSU Library Hours,Apr 25  Saturday,8am – 6pm,2026-04-19,2026-04-29T02:25:08
SJSU Library Hours,Apr 26  Sunday,1pm – 12am,2026-04-26,2026-04-29T04:12:42
SJSU Library Hours,Apr 27  Monday,8am – 12am,2026-04-26,2026-04-29T04:12:42
SJSU Library Hours,Apr 28  Tuesday,8am – 12am,2026-04-26,2026-04-29T04:12:42
SJSU Library Hours,Apr 29  Wednesday,8am – 12am,2026-04-26,2026-04-29T04:12:42
SJSU Library Hours,Apr 30  Thursday,8am – 12am,2026-04-26,2026-04-29T04:12:42
SJSU Library Hours,May 01  Friday,8am – 6pm,2026-04-26,2026-04-29T04:12:42
SJSU Library Hours,May 02  Saturday,8am – 6pm,2026-04-26,2026-04-29T04:12:42
SJSU Library Hours,May 03  Sunday,1pm – 12am,2026-05-03,2026-04-29T04:12:42
SJSU Library Hours,May 04  Monday,8am – 12am,2026-05-03,2026-04-29T04:12:42
SJSU Library Hours,May 05  Tuesday,8am – 12am,2026-05-03,2026-04-29T04:12:42
SJSU Library Hours,May 06  Wednesday,8am – 12am,2026-05-03,2026-04-29T04:12:42
SJSU Library Hours,May 07  Thursday,8am – 12am,2026-05-03,2026-04-29T04:12:42
SJSU Library Hours,May 08  Friday,8am – 6pm,2026-05-03,2026-04-29T04:12:42
SJSU Library Hours,May 09  Saturday,8am – 6pm,2026-05-03,2026-04-29T04:12:42
